date;jour;b1;b2;b3;b4;b5;chance
2015-09-09;MERCREDI;3;10;19;41;44;7
2015-09-12;SAMEDI;1;30;31;38;41;10
2015-09-14;LUNDI;3;37;43;48;49;2
2015-09-16;MERCREDI;7;11;17;34;42;6
2015-09-19;SAMEDI;2;16;25;33;43;9
2015-09-21;LUNDI;12;27;28;42;47;5
2015-09-23;MERCREDI;18;20;31;35;49;3
2015-09-26;SAMEDI;4;13;14;21;24;1
2015-09-28;LUNDI;23;36;37;39;49;8
2015-09-30;MERCREDI;15;16;18;26;35;7
2015-10-03;SAMEDI;8;18;20;27;37;4
2015-10-05;LUNDI;13;27;28;31;42;6
2015-10-07;MERCREDI;2;14;27;28;29;9
2015-10-10;SAMEDI;15;23;30;41;45;7
2015-10-12;LUNDI;1;3;4;16;49;4
2015-10-14;MERCREDI;6;20;33;35;38;2
2015-10-17;SAMEDI;9;14;22;33;46;8
2015-10-19;LUNDI;31;33;36;47;48;7
2015-10-21;MERCREDI;22;25;26;31;35;6
2015-10-24;SAMEDI;7;11;12;29;39;2
2015-10-26;LUNDI;4;17;19;23;49;3
2015-10-28;MERCREDI;2;5;17;30;49;2
2015-10-31;SAMEDI;33;34;36;43;48;10
2015-11-02;LUNDI;7;8;21;32;48;4
2015-11-04;MERCREDI;8;11;15;21;32;6
2015-11-07;SAMEDI;4;7;23;28;32;1
2015-11-09;LUNDI;8;25;32;37;39;10
2015-11-11;MERCREDI;1;6;13;15;17;2
2015-11-14;SAMEDI;10;29;34;37;47;10
2015-11-16;LUNDI;12;28;40;42;47;1
2015-11-18;MERCREDI;1;5;23;25;47;1
2015-11-21;SAMEDI;12;16;18;24;43;10
2015-11-23;LUNDI;12;14;20;37;47;6
2015-11-25;MERCREDI;7;18;22;24;41;3
2015-11-28;SAMEDI;12;19;30;37;46;9
2015-11-30;LUNDI;5;19;27;35;40;9
2015-12-02;MERCREDI;3;9;10;39;45;7
2015-12-05;SAMEDI;9;20;26;27;47;7
2015-12-07;LUNDI;14;22;28;37;42;10
2015-12-09;MERCREDI;6;10;12;34;49;7
2015-12-12;SAMEDI;2;13;15;34;40;8
2015-12-14;LUNDI;7;11;20;31;49;7
2015-12-16;MERCREDI;22;24;35;41;46;10
2015-12-19;SAMEDI;4;25;38;39;42;7
2015-12-21;LUNDI;7;11;19;33;41;3
2015-12-23;MERCREDI;13;17;28;42;46;2
2015-12-26;SAMEDI;15;20;21;38;43;1
2015-12-28;LUNDI;7;10;12;20;45;7
2015-12-30;MERCREDI;1;2;16;25;34;5
2016-01-02;SAMEDI;10;19;37;44;46;10
2016-01-04;LUNDI;15;23;34;40;43;3
2016-01-06;MERCREDI;2;5;14;22;49;4
2016-01-09;SAMEDI;4;22;39;45;49;6
2016-01-11;LUNDI;14;19;29;41;43;9
2016-01-13;MERCREDI;3;11;30;33;35;2
2016-01-16;SAMEDI;13;17;26;27;45;6
2016-01-18;LUNDI;1;2;3;5;10;4
2016-01-20;MERCREDI;9;21;31;34;42;8
2016-01-23;SAMEDI;3;15;33;41;42;3
2016-01-25;LUNDI;4;10;12;38;41;3
2016-01-27;MERCREDI;31;32;37;44;48;9
2016-01-30;SAMEDI;1;3;11;31;49;1
2016-02-01;LUNDI;13;18;36;40;48;4
2016-02-03;MERCREDI;5;24;25;28;44;3
2016-02-06;SAMEDI;2;25;28;41;44;9
2016-02-08;LUNDI;1;11;28;30;39;6
2016-02-10;MERCREDI;1;27;44;46;48;10
2016-02-13;SAMEDI;10;27;30;38;41;4
2016-02-15;LUNDI;4;10;21;37;38;5
2016-02-17;MERCREDI;2;17;29;34;40;10
2016-02-20;SAMEDI;9;20;33;34;41;8
2016-02-22;LUNDI;2;5;23;26;48;5
2016-02-24;MERCREDI;1;18;20;44;49;7
2016-02-27;SAMEDI;10;11;13;28;47;6
2016-02-29;LUNDI;1;3;13;24;45;1
2016-03-02;MERCREDI;20;34;40;44;48;2
2016-03-05;SAMEDI;5;14;23;34;49;6
2016-03-07;LUNDI;6;11;12;41;49;1
2016-03-09;MERCREDI;19;20;22;40;41;2
2016-03-12;SAMEDI;9;17;25;27;46;6
2016-03-14;LUNDI;14;19;27;36;39;8
2016-03-16;MERCREDI;7;9;11;18;43;10
2016-03-19;SAMEDI;4;13;18;36;49;5
2016-03-21;LUNDI;3;10;34;37;42;2
2016-03-23;MERCREDI;5;8;14;17;19;9
2016-03-26;SAMEDI;1;3;14;17;20;1
2016-03-28;LUNDI;2;4;15;26;28;2
2016-03-30;MERCREDI;20;23;35;43;46;6
2016-04-02;SAMEDI;18;19;22;29;34;1
2016-04-04;LUNDI;7;8;11;36;48;3
2016-04-06;MERCREDI;19;21;24;28;44;5
2016-04-09;SAMEDI;14;16;39;42;49;6
2016-04-11;LUNDI;4;25;26;29;34;2
2016-04-13;MERCREDI;2;4;31;34;49;4
2016-04-16;SAMEDI;25;33;36;39;40;9
2016-04-18;LUNDI;24;26;29;38;47;7
2016-04-20;MERCREDI;12;13;15;36;41;9
2016-04-23;SAMEDI;2;15;17;22;26;7
2016-04-25;LUNDI;13;18;19;22;39;6
2016-04-27;MERCREDI;9;25;36;44;45;10
2016-04-30;SAMEDI;2;29;30;36;49;7
2016-05-02;LUNDI;26;36;43;47;48;6
2016-05-04;MERCREDI;7;8;15;24;42;9
2016-05-07;SAMEDI;14;20;33;35;42;4
2016-05-09;LUNDI;4;11;14;24;29;1
2016-05-11;MERCREDI;15;19;29;31;44;10
2016-05-14;SAMEDI;1;27;28;30;42;5
2016-05-16;LUNDI;6;16;31;36;38;1
2016-05-18;MERCREDI;1;22;38;40;49;9
2016-05-21;SAMEDI;12;23;26;41;48;4
2016-05-23;LUNDI;7;22;26;41;48;2
2016-05-25;MERCREDI;4;12;20;21;36;3
2016-05-28;SAMEDI;1;3;13;14;19;6
2016-05-30;LUNDI;6;7;13;38;40;3
2016-06-01;MERCREDI;22;26;27;35;44;10
2016-06-04;SAMEDI;2;16;19;25;39;1
2016-06-06;LUNDI;23;25;32;47;48;5
2016-06-08;MERCREDI;6;8;33;45;49;9
2016-06-11;SAMEDI;7;17;22;44;46;6
2016-06-13;LUNDI;5;8;21;28;36;8
2016-06-15;MERCREDI;2;5;8;33;34;10
2016-06-18;SAMEDI;10;18;20;33;39;3
2016-06-20;LUNDI;4;13;38;43;45;10
2016-06-22;MERCREDI;4;5;10;27;36;9
2016-06-25;SAMEDI;16;19;20;35;49;3
2016-06-27;LUNDI;8;22;23;24;41;7
2016-06-29;MERCREDI;9;14;17;22;48;10
2016-07-02;SAMEDI;8;16;17;24;31;5
2016-07-04;LUNDI;10;12;22;25;47;1
2016-07-06;MERCREDI;13;16;26;38;47;8
2016-07-09;SAMEDI;3;6;15;39;46;10
2016-07-11;LUNDI;2;25;27;35;36;4
2016-07-13;MERCREDI;7;28;30;34;47;10
2016-07-16;SAMEDI;11;21;45;46;48;4
2016-07-18;LUNDI;2;20;25;29;39;7
2016-07-20;MERCREDI;1;13;29;32;46;1
2016-07-23;SAMEDI;2;15;21;27;33;10
2016-07-25;LUNDI;1;3;5;29;46;4
2016-07-27;MERCREDI;7;8;19;34;44;6
2016-07-30;SAMEDI;9;22;23;30;46;9
2016-08-01;LUNDI;24;29;36;42;45;7
2016-08-03;MERCREDI;18;24;27;39;44;3
2016-08-06;SAMEDI;7;12;25;31;44;10
2016-08-08;LUNDI;1;2;3;26;36;7
2016-08-10;MERCREDI;7;17;19;30;49;3
2016-08-13;SAMEDI;1;6;9;33;46;6
2016-08-15;LUNDI;16;25;26;27;31;7
2016-08-17;MERCREDI;12;21;24;35;40;4
2016-08-20;SAMEDI;10;15;28;35;43;9
2016-08-22;LUNDI;12;21;34;42;44;7
2016-08-24;MERCREDI;3;4;34;41;42;2
2016-08-27;SAMEDI;2;21;23;31;45;8
2016-08-29;LUNDI;25;36;44;48;49;2
2016-08-31;MERCREDI;10;12;19;26;47;1
2016-09-03;SAMEDI;24;36;45;47;49;5
2016-09-05;LUNDI;7;30;42;43;48;4
2016-09-07;MERCREDI;13;26;34;38;42;9
2016-09-10;SAMEDI;19;29;31;38;46;6
2016-09-12;LUNDI;5;6;11;13;22;10
2016-09-14;MERCREDI;7;18;29;37;47;7
2016-09-17;SAMEDI;3;4;12;25;34;2
2016-09-19;LUNDI;18;20;37;41;45;10
2016-09-21;MERCREDI;13;15;20;30;40;10
2016-09-24;SAMEDI;31;32;33;41;43;10
2016-09-26;LUNDI;4;19;23;26;27;7
2016-09-28;MERCREDI;29;42;44;45;46;3
2016-10-01;SAMEDI;8;13;16;23;42;1
2016-10-03;LUNDI;7;8;22;43;46;10
2016-10-05;MERCREDI;2;15;18;28;43;3
2016-10-08;SAMEDI;5;26;28;35;46;9
2016-10-10;LUNDI;3;9;18;19;48;2
2016-10-12;MERCREDI;2;19;23;34;47;2
2016-10-15;SAMEDI;30;32;39;41;47;7
2016-10-17;LUNDI;8;22;31;39;48;4
2016-10-19;MERCREDI;26;28;29;32;38;1
2016-10-22;SAMEDI;3;29;35;41;43;8
2016-10-24;LUNDI;17;18;23;29;36;7
2016-10-26;MERCREDI;1;20;35;40;46;10
2016-10-29;SAMEDI;14;21;26;36;44;4
2016-10-31;LUNDI;11;16;29;35;41;4
2016-11-02;MERCREDI;1;7;14;26;49;10
2016-11-05;SAMEDI;6;16;21;34;42;5
2016-11-07;LUNDI;1;6;21;31;46;6
2016-11-09;MERCREDI;3;8;14;22;47;5
2016-11-12;SAMEDI;2;11;16;19;29;8
2016-11-14;LUNDI;6;14;16;26;41;2
2016-11-16;MERCREDI;1;24;26;37;48;7
2016-11-19;SAMEDI;34;36;41;46;48;7
2016-11-21;LUNDI;3;7;12;18;45;8
2016-11-23;MERCREDI;2;7;12;25;47;7
2016-11-26;SAMEDI;6;9;11;21;44;7
2016-11-28;LUNDI;10;20;38;41;45;6
2016-11-30;MERCREDI;3;9;31;33;40;5
2016-12-03;SAMEDI;4;11;13;38;44;7
2016-12-05;LUNDI;6;23;26;29;30;4
2016-12-07;MERCREDI;2;5;7;44;45;3
2016-12-10;SAMEDI;24;27;28;41;43;9
2016-12-12;LUNDI;6;11;12;14;36;6
2016-12-14;MERCREDI;9;10;14;44;46;7
2016-12-17;SAMEDI;2;5;13;16;32;5
2016-12-19;LUNDI;3;17;26;40;41;7
2016-12-21;MERCREDI;17;22;25;39;42;6
2016-12-24;SAMEDI;7;20;22;35;48;1
2016-12-26;LUNDI;3;16;27;29;37;6
2016-12-28;MERCREDI;15;16;34;35;39;4
2016-12-31;SAMEDI;4;33;43;45;49;8
2017-01-02;LUNDI;11;19;31;38;40;5
2017-01-04;MERCREDI;16;17;26;36;38;7
2017-01-07;SAMEDI;21;22;24;33;46;8
2017-01-09;LUNDI;2;6;16;21;42;7
2017-01-11;MERCREDI;13;19;22;28;30;3
2017-01-14;SAMEDI;16;18;19;37;44;1
2017-01-16;LUNDI;14;26;32;35;37;5
2017-01-18;MERCREDI;5;29;34;47;48;4
2017-01-21;SAMEDI;8;31;32;36;40;6
2017-01-23;LUNDI;5;15;17;31;49;9
2017-01-25;MERCREDI;4;10;19;20;28;2
2017-01-28;SAMEDI;2;5;6;10;26;5
2017-01-30;LUNDI;4;22;23;32;40;4
2017-02-01;MERCREDI;9;17;24;45;46;7
2017-02-04;SAMEDI;1;22;32;35;37;7
2017-02-06;LUNDI;19;30;31;33;40;2
2017-02-08;MERCREDI;17;19;33;37;40;6
2017-02-11;SAMEDI;1;15;17;29;37;3
2017-02-13;LUNDI;5;16;18;39;44;3
2017-02-15;MERCREDI;8;14;16;21;24;10
2017-02-18;SAMEDI;1;3;23;32;49;4
2017-02-20;LUNDI;15;20;29;41;43;10
2017-02-22;MERCREDI;17;22;25;35;43;10
2017-02-25;SAMEDI;11;32;40;43;48;2
2017-02-27;LUNDI;3;16;17;37;47;5
2017-03-01;MERCREDI;16;20;31;33;46;5
2017-03-04;SAMEDI;4;14;28;32;37;4
2017-03-06;LUNDI;3;6;10;26;41;9
2017-03-08;MERCREDI;16;40;42;46;47;2
2017-03-11;SAMEDI;1;13;31;39;42;7
2017-03-13;LUNDI;16;21;24;34;48;3
2017-03-15;MERCREDI;5;25;31;36;46;8
2017-03-18;SAMEDI;1;6;18;30;33;2
2017-03-20;LUNDI;13;28;39;40;42;1
2017-03-22;MERCREDI;2;11;25;28;43;5
2017-03-25;SAMEDI;2;5;8;43;49;1
2017-03-27;LUNDI;2;9;18;38;49;8
2017-03-29;MERCREDI;10;14;25;26;35;5
2017-04-01;SAMEDI;2;9;25;44;46;9
2017-04-03;LUNDI;3;9;16;34;44;3
2017-04-05;MERCREDI;6;10;20;40;42;10
2017-04-08;SAMEDI;17;18;29;44;45;5
2017-04-10;LUNDI;1;3;11;14;20;2
2017-04-12;MERCREDI;3;18;28;40;48;7
2017-04-15;SAMEDI;28;29;40;41;49;5
2017-04-17;LUNDI;4;8;33;36;46;7
2017-04-19;MERCREDI;38;39;41;47;48;9
2017-04-22;SAMEDI;1;17;21;31;46;5
2017-04-24;LUNDI;7;28;41;42;45;9
2017-04-26;MERCREDI;6;8;14;16;27;5
2017-04-29;SAMEDI;34;37;44;46;48;9
2017-05-01;LUNDI;16;18;35;37;46;6
2017-05-03;MERCREDI;6;15;20;27;46;3
2017-05-06;SAMEDI;6;27;34;41;45;5
2017-05-08;LUNDI;7;22;33;43;47;6
2017-05-10;MERCREDI;12;20;22;30;43;9
2017-05-13;SAMEDI;9;13;16;28;47;10
2017-05-15;LUNDI;1;5;13;22;27;1
2017-05-17;MERCREDI;6;22;25;30;44;7
2017-05-20;SAMEDI;28;31;33;34;42;3
2017-05-22;LUNDI;7;21;22;27;31;10
2017-05-24;MERCREDI;8;17;18;22;30;5
2017-05-27;SAMEDI;8;9;17;28;40;8
2017-05-29;LUNDI;1;39;40;41;43;9
2017-05-31;MERCREDI;1;9;27;36;41;1
2017-06-03;SAMEDI;23;34;36;44;45;3
2017-06-05;LUNDI;12;17;21;41;49;7
2017-06-07;MERCREDI;21;22;36;40;43;5
2017-06-10;SAMEDI;8;34;36;37;49;10
2017-06-12;LUNDI;4;5;7;27;29;5
2017-06-14;MERCREDI;31;41;43;44;49;5
2017-06-17;SAMEDI;14;25;26;39;40;3
2017-06-19;LUNDI;18;25;40;43;47;9
2017-06-21;MERCREDI;12;18;22;34;39;6
2017-06-24;SAMEDI;23;24;27;35;48;5
2017-06-26;LUNDI;1;5;29;38;49;9
2017-06-28;MERCREDI;9;29;30;37;48;1
2017-07-01;SAMEDI;16;21;26;33;47;8
2017-07-03;LUNDI;2;8;10;28;48;2
2017-07-05;MERCREDI;8;17;18;29;34;6
2017-07-08;SAMEDI;9;30;31;43;46;10
2017-07-10;LUNDI;17;18;21;23;43;4
2017-07-12;MERCREDI;3;16;18;31;43;5
2017-07-15;SAMEDI;24;29;34;37;48;2
2017-07-17;LUNDI;5;16;33;40;41;2
2017-07-19;MERCREDI;6;8;9;16;26;7
2017-07-22;SAMEDI;5;16;28;30;40;9
2017-07-24;LUNDI;11;14;21;35;38;3
2017-07-26;MERCREDI;3;13;25;35;44;2
2017-07-29;SAMEDI;10;23;24;41;45;1
2017-07-31;LUNDI;25;31;37;45;47;7
2017-08-02;MERCREDI;9;12;30;32;34;7
2017-08-05;SAMEDI;3;13;25;30;37;2
2017-08-07;LUNDI;14;21;24;38;42;4
2017-08-09;MERCREDI;31;32;36;38;49;1
2017-08-12;SAMEDI;5;13;15;36;41;10
2017-08-14;LUNDI;2;9;13;15;39;4
2017-08-16;MERCREDI;19;25;29;31;41;4
2017-08-19;SAMEDI;7;8;21;39;40;7
2017-08-21;LUNDI;8;14;27;36;43;5
2017-08-23;MERCREDI;1;4;16;23;32;7
2017-08-26;SAMEDI;10;32;35;38;40;3
2017-08-28;LUNDI;6;8;20;24;42;6
2017-08-30;MERCREDI;7;12;26;29;47;9
2017-09-02;SAMEDI;1;10;14;18;40;7
2017-09-04;LUNDI;1;6;27;33;35;9
2017-09-06;MERCREDI;19;28;39;46;49;4
2017-09-09;SAMEDI;13;15;19;39;44;1
2017-09-11;LUNDI;12;23;42;45;48;9
2017-09-13;MERCREDI;4;18;25;33;45;1
2017-09-16;SAMEDI;4;16;18;37;46;5
2017-09-18;LUNDI;12;25;29;34;37;9
2017-09-20;MERCREDI;4;6;17;22;37;6
2017-09-23;SAMEDI;15;19;22;33;37;4
2017-09-25;LUNDI;16;17;33;34;37;6
2017-09-27;MERCREDI;10;13;16;35;42;4
2017-09-30;SAMEDI;3;16;27;38;44;7
2017-10-02;LUNDI;1;11;12;20;28;7
2017-10-04;MERCREDI;1;20;30;34;45;9
2017-10-07;SAMEDI;8;37;41;44;46;3
2017-10-09;LUNDI;3;6;15;30;47;9
2017-10-11;MERCREDI;6;15;29;44;48;4
2017-10-14;SAMEDI;18;20;38;43;47;3
2017-10-16;LUNDI;5;30;32;39;48;8
2017-10-18;MERCREDI;5;12;13;24;25;7
2017-10-21;SAMEDI;2;6;20;21;42;8
2017-10-23;LUNDI;12;21;25;44;47;3
2017-10-25;MERCREDI;3;9;19;41;43;8
2017-10-28;SAMEDI;5;12;22;29;47;8
2017-10-30;LUNDI;12;32;34;42;44;5
2017-11-01;MERCREDI;8;9;18;26;32;1
2017-11-04;SAMEDI;6;7;23;35;38;7
2017-11-06;LUNDI;27;30;45;48;49;1
2017-11-08;MERCREDI;2;13;26;37;41;5
2017-11-11;SAMEDI;1;36;40;47;48;3
2017-11-13;LUNDI;3;24;29;30;43;5
2017-11-15;MERCREDI;10;12;14;16;35;6
2017-11-18;SAMEDI;9;13;17;37;48;1
2017-11-20;LUNDI;6;30;35;40;43;3
2017-11-22;MERCREDI;1;2;10;30;39;8
2017-11-25;SAMEDI;1;2;43;47;48;10
2017-11-27;LUNDI;5;6;36;39;46;6
2017-11-29;MERCREDI;3;8;12;13;20;4
2017-12-02;SAMEDI;24;33;35;39;45;1
2017-12-04;LUNDI;15;23;32;41;43;8
2017-12-06;MERCREDI;7;12;27;30;38;1
2017-12-09;SAMEDI;10;23;46;48;49;8
2017-12-11;LUNDI;26;29;34;43;47;4
2017-12-13;MERCREDI;17;24;28;43;49;8
2017-12-16;SAMEDI;9;15;20;48;49;6
2017-12-18;LUNDI;10;11;29;39;48;9
2017-12-20;MERCREDI;6;10;11;13;24;9
2017-12-23;SAMEDI;4;6;8;44;48;10
2017-12-25;LUNDI;3;6;10;29;31;8
2017-12-27;MERCREDI;6;7;14;22;48;8
2017-12-30;SAMEDI;12;13;28;35;40;8
2018-01-01;LUNDI;7;9;10;14;43;1
2018-01-03;MERCREDI;4;23;27;34;44;4
2018-01-06;SAMEDI;6;17;31;40;45;9
2018-01-08;LUNDI;8;37;43;44;45;2
2018-01-10;MERCREDI;7;9;16;18;49;3
2018-01-13;SAMEDI;20;31;35;36;48;10
2018-01-15;LUNDI;2;5;15;22;28;2
2018-01-17;MERCREDI;4;16;25;40;49;3
2018-01-20;SAMEDI;27;32;38;44;46;7
2018-01-22;LUNDI;1;11;14;16;31;2
2018-01-24;MERCREDI;9;23;28;35;37;5
2018-01-27;SAMEDI;9;10;34;39;45;10
2018-01-29;LUNDI;11;21;27;32;36;6
2018-01-31;MERCREDI;4;16;26;29;49;1
2018-02-03;SAMEDI;9;13;22;23;38;4
2018-02-05;LUNDI;1;7;29;30;45;7
2018-02-07;MERCREDI;13;17;33;44;48;3
2018-02-10;SAMEDI;2;19;31;40;42;5
2018-02-12;LUNDI;3;27;32;35;48;9
2018-02-14;MERCREDI;3;5;13;19;44;4
2018-02-17;SAMEDI;14;22;38;48;49;9
2018-02-19;LUNDI;8;9;28;29;32;2
2018-02-21;MERCREDI;2;12;16;28;41;1
2018-02-24;SAMEDI;6;9;12;31;43;3
2018-02-26;LUNDI;13;34;37;39;42;3
2018-02-28;MERCREDI;5;28;31;42;49;7
2018-03-03;SAMEDI;2;3;4;8;31;9
2018-03-05;LUNDI;17;25;38;41;44;9
2018-03-07;MERCREDI;6;13;18;36;37;5
2018-03-10;SAMEDI;5;18;21;23;47;6
2018-03-12;LUNDI;7;10;13;27;38;8
2018-03-14;MERCREDI;3;4;13;36;46;10
2018-03-17;SAMEDI;13;30;36;43;48;9
2018-03-19;LUNDI;15;20;24;27;46;10
2018-03-21;MERCREDI;21;29;30;31;45;2
2018-03-24;SAMEDI;11;26;31;35;44;9
2018-03-26;LUNDI;4;10;17;27;37;10
2018-03-28;MERCREDI;5;15;39;43;45;10
2018-03-31;SAMEDI;2;18;31;41;42;8
2018-04-02;LUNDI;13;14;18;28;34;2
2018-04-04;MERCREDI;19;22;36;40;45;6
2018-04-07;SAMEDI;7;10;26;34;45;7
2018-04-09;LUNDI;1;20;28;32;42;6
2018-04-11;MERCREDI;1;17;32;40;46;8
2018-04-14;SAMEDI;1;5;24;36;49;7
2018-04-16;LUNDI;6;16;21;25;26;5
2018-04-18;MERCREDI;11;17;18;38;46;8
2018-04-21;SAMEDI;2;11;20;26;39;5
2018-04-23;LUNDI;2;20;29;32;33;8
2018-04-25;MERCREDI;5;10;21;23;36;1
2018-04-28;SAMEDI;14;31;36;40;47;2
2018-04-30;LUNDI;7;36;43;48;49;7
2018-05-02;MERCREDI;1;8;10;14;21;10
2018-05-05;SAMEDI;9;15;30;41;47;5
2018-05-07;LUNDI;10;13;23;43;46;6
2018-05-09;MERCREDI;5;10;23;34;35;6
2018-05-12;SAMEDI;5;6;9;23;47;10
2018-05-14;LUNDI;1;5;23;33;40;8
2018-05-16;MERCREDI;7;23;37;41;44;8
2018-05-19;SAMEDI;5;12;30;45;47;9
2018-05-21;LUNDI;4;5;16;20;46;5
2018-05-23;MERCREDI;3;14;25;29;36;9
2018-05-26;SAMEDI;2;3;24;26;43;8
2018-05-28;LUNDI;10;21;23;25;35;10
2018-05-30;MERCREDI;4;33;36;41;44;6
2018-06-02;SAMEDI;7;13;18;31;35;4
2018-06-04;LUNDI;8;16;35;38;48;2
2018-06-06;MERCREDI;5;6;33;43;47;2
2018-06-09;SAMEDI;5;7;9;12;16;10
2018-06-11;LUNDI;14;25;41;44;49;4
2018-06-13;MERCREDI;15;20;29;48;49;1
2018-06-16;SAMEDI;8;17;19;35;43;9
2018-06-18;LUNDI;2;7;13;34;44;8
2018-06-20;MERCREDI;6;8;30;33;43;3
2018-06-23;SAMEDI;10;32;36;41;49;10
2018-06-25;LUNDI;9;13;14;21;32;5
2018-06-27;MERCREDI;8;9;11;26;41;10
2018-06-30;SAMEDI;5;23;29;36;45;7
2018-07-02;LUNDI;16;36;38;45;48;8
2018-07-04;MERCREDI;16;20;23;41;45;5
2018-07-07;SAMEDI;3;10;11;34;41;10
2018-07-09;LUNDI;9;19;21;36;40;1
2018-07-11;MERCREDI;1;11;22;42;46;4
2018-07-14;SAMEDI;3;20;37;45;47;3
2018-07-16;LUNDI;3;9;16;31;36;1
2018-07-18;MERCREDI;18;26;27;35;43;7
2018-07-21;SAMEDI;1;9;18;28;44;10
2018-07-23;LUNDI;7;11;20;40;41;6
2018-07-25;MERCREDI;20;22;27;30;35;3
2018-07-28;SAMEDI;7;13;18;21;23;10
2018-07-30;LUNDI;7;13;33;41;43;2
2018-08-01;MERCREDI;15;17;35;45;47;4
2018-08-04;SAMEDI;9;23;32;38;41;3
2018-08-06;LUNDI;4;23;30;32;37;6
2018-08-08;MERCREDI;5;15;19;24;29;8
2018-08-11;SAMEDI;14;27;41;44;46;5
2018-08-13;LUNDI;2;10;19;21;40;6
2018-08-15;MERCREDI;6;21;27;40;47;8
2018-08-18;SAMEDI;16;31;33;37;49;8
2018-08-20;LUNDI;15;18;40;42;48;10
2018-08-22;MERCREDI;6;12;16;40;42;3
2018-08-25;SAMEDI;6;15;16;29;44;3
2018-08-27;LUNDI;10;17;18;24;40;2
2018-08-29;MERCREDI;17;19;31;40;45;1
2018-09-01;SAMEDI;11;32;35;41;42;6
2018-09-03;LUNDI;1;2;15;18;41;10
2018-09-05;MERCREDI;6;7;15;34;39;1
2018-09-08;SAMEDI;6;19;20;22;34;10
2018-09-10;LUNDI;19;20;27;38;46;10
2018-09-12;MERCREDI;4;11;24;33;35;9
2018-09-15;SAMEDI;1;11;13;26;46;5
2018-09-17;LUNDI;8;15;26;42;43;5
2018-09-19;MERCREDI;4;15;25;27;42;5
2018-09-22;SAMEDI;14;18;37;38;39;9
2018-09-24;LUNDI;6;8;12;17;30;3
2018-09-26;MERCREDI;10;15;18;36;40;3
2018-09-29;SAMEDI;7;10;15;17;31;4
2018-10-01;LUNDI;1;2;6;7;40;4
2018-10-03;MERCREDI;11;20;24;31;32;8
2018-10-06;SAMEDI;1;8;39;48;49;9
2018-10-08;LUNDI;1;4;23;24;46;2
2018-10-10;MERCREDI;4;5;24;29;38;3
2018-10-13;SAMEDI;1;4;22;36;45;8
2018-10-15;LUNDI;8;14;19;25;49;5
2018-10-17;MERCREDI;2;7;13;33;41;1
2018-10-20;SAMEDI;7;12;17;31;48;8
2018-10-22;LUNDI;4;10;19;29;47;6
2018-10-24;MERCREDI;9;28;34;36;45;6
2018-10-27;SAMEDI;21;26;29;35;36;9
2018-10-29;LUNDI;9;22;24;42;43;7
2018-10-31;MERCREDI;2;14;28;34;38;4
2018-11-03;SAMEDI;6;8;9;29;39;2
2018-11-05;LUNDI;9;11;29;32;39;8
2018-11-07;MERCREDI;3;6;20;27;33;8
2018-11-10;SAMEDI;18;20;30;43;44;7
2018-11-12;LUNDI;13;14;15;21;37;7
2018-11-14;MERCREDI;15;36;41;48;49;5
2018-11-17;SAMEDI;12;20;22;27;42;7
2018-11-19;LUNDI;20;21;28;33;46;7
2018-11-21;MERCREDI;20;21;22;23;45;10
2018-11-24;SAMEDI;5;10;11;15;22;5
2018-11-26;LUNDI;14;21;30;34;36;2
2018-11-28;MERCREDI;3;10;15;30;38;6
2018-12-01;SAMEDI;3;6;15;23;39;2
2018-12-03;LUNDI;1;9;15;19;39;5
2018-12-05;MERCREDI;6;17;18;19;41;9
2018-12-08;SAMEDI;11;14;25;29;38;8
2018-12-10;LUNDI;8;13;16;34;37;10
2018-12-12;MERCREDI;12;21;39;44;45;5
2018-12-15;SAMEDI;1;3;30;32;38;6
2018-12-17;LUNDI;2;9;25;30;35;9
2018-12-19;MERCREDI;3;10;11;21;25;3
2018-12-22;SAMEDI;11;22;31;44;46;5
2018-12-24;LUNDI;10;22;34;43;46;2
2018-12-26;MERCREDI;5;9;11;24;45;10
2018-12-29;SAMEDI;12;26;30;38;42;5
2018-12-31;LUNDI;14;24;27;34;43;10
2019-01-02;MERCREDI;2;12;26;29;36;7
2019-01-05;SAMEDI;6;7;18;40;48;7
2019-01-07;LUNDI;1;7;12;19;31;10
2019-01-09;MERCREDI;6;15;19;21;46;10
2019-01-12;SAMEDI;11;19;24;25;34;8
2019-01-14;LUNDI;1;11;33;35;44;10
2019-01-16;MERCREDI;1;10;11;15;31;3
2019-01-19;SAMEDI;10;16;34;37;39;7
2019-01-21;LUNDI;17;20;26;30;47;6
2019-01-23;MERCREDI;17;24;25;38;41;10
2019-01-26;SAMEDI;12;14;16;30;42;2
2019-01-28;LUNDI;6;15;30;37;47;6
2019-01-30;MERCREDI;11;15;20;30;47;9
2019-02-02;SAMEDI;5;7;27;32;35;3
2019-02-04;LUNDI;12;24;37;40;42;1
2019-02-06;MERCREDI;4;15;21;22;26;10
2019-02-09;SAMEDI;3;40;42;45;47;9
2019-02-11;LUNDI;13;15;25;43;48;5
2019-02-13;MERCREDI;7;14;29;41;43;3
2019-02-16;SAMEDI;7;8;11;25;46;7
2019-02-18;LUNDI;7;9;11;18;33;9
2019-02-20;MERCREDI;8;15;25;29;34;1
2019-02-23;SAMEDI;3;4;13;44;45;5
2019-02-25;LUNDI;7;37;38;44;48;7
2019-02-27;MERCREDI;1;4;14;19;34;2
